transaction_id,customer_number,transaction_month,product_id,product_name,unit_price,volume_units,sales_amount,promo_offer
9ff46b95-2f35-4171-9a1c-9d4a3396775a,32762872,2022-01,P001,Basmati Rice 2kg Pack,205.97,1,205.97,Yes
9ff46b95-2f35-4171-9a1c-9d4a3396775a,32762872,2022-01,P005,Tata Salt 1kg,87.42,5,437.1,Yes
48a3857a-923b-4898-bb91-d8d405930d08,32762872,2022-01,P003,Dabur Honey 500g,447.24,2,894.48,No
6abd8ad9-66ce-4a2a-ab45-50352c3f010f,32762872,2022-01,P005,Tata Salt 1kg,101.11,3,303.33,Yes
6abd8ad9-66ce-4a2a-ab45-50352c3f010f,32762872,2022-01,P007,Colgate Toothpaste 150g,46.84,1,46.84,Yes
6abd8ad9-66ce-4a2a-ab45-50352c3f010f,32762872,2022-01,P038,Catch Spices Mixed 50g,71.58,10,715.8,Yes
6abd8ad9-66ce-4a2a-ab45-50352c3f010f,32762872,2022-01,P027,Patanjali Aloe Vera Gel 100ml,124.69,5,623.45,Yes
6abd8ad9-66ce-4a2a-ab45-50352c3f010f,32762872,2022-01,P013,Dove Soap 75g,392.22,8,3137.76,Yes
b629066a-3843-4ae9-8104-7609577e7021,32762872,2022-01,P030,Cadbury Dairy Milk 50g,45.65,8,365.2,Yes
b629066a-3843-4ae9-8104-7609577e7021,32762872,2022-01,P025,Tang Orange Powder 1kg,257.43,8,2059.44,Yes
b629066a-3843-4ae9-8104-7609577e7021,32762872,2022-01,P041,Amul Cheese Slice 400g,88.18,2,176.36,Yes
b629066a-3843-4ae9-8104-7609577e7021,32762872,2022-01,P027,Patanjali Aloe Vera Gel 100ml,107.57,9,968.13,Yes
b629066a-3843-4ae9-8104-7609577e7021,32762872,2022-01,P014,Fogg Perfume 50ml,123.7,8,989.6,Yes
8301ba7b-a407-4434-bd14-7f8eff6946e8,42361051,2022-01,P013,Dove Soap 75g,504.49,6,3026.94,No
8301ba7b-a407-4434-bd14-7f8eff6946e8,42361051,2022-01,P008,Red Label Tea 250g,523.72,5,2618.6,No
8301ba7b-a407-4434-bd14-7f8eff6946e8,42361051,2022-01,P033,Sunfeast Cookies 300g,67.08,1,67.08,No
8301ba7b-a407-4434-bd14-7f8eff6946e8,42361051,2022-01,P041,Amul Cheese Slice 400g,99.56,4,398.24,No
8301ba7b-a407-4434-bd14-7f8eff6946e8,42361051,2022-01,P030,Cadbury Dairy Milk 50g,56.48,6,338.88,No
1b521929-ed2d-4108-8683-411d3b7b63b6,42361051,2022-01,P009,Lays Chips 200g,372.64,7,2608.48,No
1b521929-ed2d-4108-8683-411d3b7b63b6,42361051,2022-01,P016,Kissan Jam 500g,134.54,10,1345.4,No
f9b1f597-83ee-457e-ba16-3097a39c1d4c,42361051,2022-01,P007,Colgate Toothpaste 150g,63.11,8,504.88,No
f9b1f597-83ee-457e-ba16-3097a39c1d4c,42361051,2022-01,P004,Surf Excel Detergent 1kg,371.24,6,2227.44,No
f9b1f597-83ee-457e-ba16-3097a39c1d4c,42361051,2022-01,P019,Maggie Tomato Sauce 500g,276.21,1,276.21,No
f9b1f597-83ee-457e-ba16-3097a39c1d4c,42361051,2022-01,P002,Pepsodent Combo Pack,571.91,5,2859.55,No
f9b1f597-83ee-457e-ba16-3097a39c1d4c,42361051,2022-01,P041,Amul Cheese Slice 400g,99.56,8,796.48,No
9f667c43-93ee-4124-9ae4-528eb50286a9,42361051,2022-01,P041,Amul Cheese Slice 400g,99.56,2,199.12,No
9f667c43-93ee-4124-9ae4-528eb50286a9,42361051,2022-01,P009,Lays Chips 200g,372.64,1,372.64,No
9f667c43-93ee-4124-9ae4-528eb50286a9,42361051,2022-01,P032,Nescafe Coffee 100g,127.2,3,381.6,No
9f667c43-93ee-4124-9ae4-528eb50286a9,42361051,2022-01,P024,Horlicks Health Drink 500g,238.83,4,955.32,No
9f667c43-93ee-4124-9ae4-528eb50286a9,42361051,2022-01,P036,Palmolive Shampoo 180ml,490.79,6,2944.74,No
57eecd2e-b494-4802-a851-aa99af834c25,42361051,2022-01,P001,Basmati Rice 2kg Pack,243.49,7,1704.43,No
57eecd2e-b494-4802-a851-aa99af834c25,42361051,2022-01,P025,Tang Orange Powder 1kg,289.96,5,1449.8,No
57eecd2e-b494-4802-a851-aa99af834c25,42361051,2022-01,P035,Milky Mist Paneer 200g,580.41,6,3482.46,No
57eecd2e-b494-4802-a851-aa99af834c25,42361051,2022-01,P014,Fogg Perfume 50ml,151.03,8,1208.24,No
57eecd2e-b494-4802-a851-aa99af834c25,42361051,2022-01,P036,Palmolive Shampoo 180ml,490.79,10,4907.9,No
1eee85e6-1970-45d9-958b-1d588ef3b4a4,60563649,2022-01,P012,Godrej Shampoo 200ml,582.85,9,5245.65,No
1eee85e6-1970-45d9-958b-1d588ef3b4a4,60563649,2022-01,P019,Maggie Tomato Sauce 500g,276.21,9,2485.89,No
1eee85e6-1970-45d9-958b-1d588ef3b4a4,60563649,2022-01,P037,Vim Dishwash Bar 200g,203.63,7,1425.41,No
1eee85e6-1970-45d9-958b-1d588ef3b4a4,60563649,2022-01,P002,Pepsodent Combo Pack,571.91,10,5719.1,No
592a6f39-28b8-4ebc-83ad-467bdc667351,60563649,2022-01,P004,Surf Excel Detergent 1kg,371.24,10,3712.4,No
592a6f39-28b8-4ebc-83ad-467bdc667351,60563649,2022-01,P019,Maggie Tomato Sauce 500g,276.21,6,1657.26,No
592a6f39-28b8-4ebc-83ad-467bdc667351,60563649,2022-01,P005,Tata Salt 1kg,118.93,9,1070.37,No
592a6f39-28b8-4ebc-83ad-467bdc667351,60563649,2022-01,P026,Kellogg's Corn Flakes 500g,477.55,10,4775.5,No
592a6f39-28b8-4ebc-83ad-467bdc667351,60563649,2022-01,P018,Ariel Washing Powder 2kg,329.11,4,1316.44,No
cc3eb718-ad1a-499f-9faa-8c0de7caff90,96701117,2022-01,P006,Maggi Masala Noodles 4 pack,86.9,7,608.3,Yes
cc3eb718-ad1a-499f-9faa-8c0de7caff90,96701117,2022-01,P029,Tata Salt Iodised 1kg,311.34,4,1245.36,Yes
cc64cb80-35c9-46d5-9f21-a6c5f75ac88f,96701117,2022-01,P021,Dettol Antiseptic 250ml,378.76,4,1515.04,No
cc64cb80-35c9-46d5-9f21-a6c5f75ac88f,96701117,2022-01,P008,Red Label Tea 250g,523.72,2,1047.44,No
40ee9bac-61a0-4b79-a164-52a1bfba4a87,96701117,2022-01,P006,Maggi Masala Noodles 4 pack,89.26,7,624.82,Yes
f05f79a9-ce81-4fb8-b7ea-5aaa2228faf7,96701117,2022-01,P035,Milky Mist Paneer 200g,580.41,10,5804.1,No
f05f79a9-ce81-4fb8-b7ea-5aaa2228faf7,96701117,2022-01,P038,Catch Spices Mixed 50g,85.67,9,771.03,No
f05f79a9-ce81-4fb8-b7ea-5aaa2228faf7,96701117,2022-01,P031,Real Juice 1Ltr,376.3,10,3763.0,No
f05f79a9-ce81-4fb8-b7ea-5aaa2228faf7,96701117,2022-01,P014,Fogg Perfume 50ml,151.03,9,1359.27,No
80806453-c84c-4891-a195-e80ce6f6bdc3,33418893,2022-01,P003,Dabur Honey 500g,447.24,1,447.24,No
80806453-c84c-4891-a195-e80ce6f6bdc3,33418893,2022-01,P017,Nestle Milk Powder 500g,203.42,4,813.68,No
80806453-c84c-4891-a195-e80ce6f6bdc3,33418893,2022-01,P040,Pepsi Cola 2L Bottle,280.89,4,1123.56,No
80806453-c84c-4891-a195-e80ce6f6bdc3,33418893,2022-01,P026,Kellogg's Corn Flakes 500g,477.55,2,955.1,No
76194b23-79f2-43fd-aafe-4e8736334bf2,33418893,2022-01,P034,Santoor Soap 75g,570.86,7,3996.02,No
76194b23-79f2-43fd-aafe-4e8736334bf2,33418893,2022-01,P022,Lifebuoy Soap 100g,109.51,8,876.08,No
76194b23-79f2-43fd-aafe-4e8736334bf2,33418893,2022-01,P019,Maggie Tomato Sauce 500g,276.21,4,1104.84,No
76194b23-79f2-43fd-aafe-4e8736334bf2,33418893,2022-01,P029,Tata Salt Iodised 1kg,367.68,3,1103.04,No
76194b23-79f2-43fd-aafe-4e8736334bf2,33418893,2022-01,P038,Catch Spices Mixed 50g,85.67,5,428.35,No
d86e744e-dce5-4e12-99c9-bbbee0a8a9e8,33418893,2022-01,P036,Palmolive Shampoo 180ml,490.79,4,1963.16,No
35a2bc91-1e06-4aab-b73b-3fdc64690350,97604845,2022-01,P014,Fogg Perfume 50ml,151.03,1,151.03,No
35a2bc91-1e06-4aab-b73b-3fdc64690350,97604845,2022-01,P005,Tata Salt 1kg,118.93,3,356.79,No
35a2bc91-1e06-4aab-b73b-3fdc64690350,97604845,2022-01,P001,Basmati Rice 2kg Pack,243.49,8,1947.92,No
35a2bc91-1e06-4aab-b73b-3fdc64690350,97604845,2022-01,P034,Santoor Soap 75g,570.86,8,4566.88,No
798d7eaa-f112-4bd9-8379-c27332c1be83,97604845,2022-01,P005,Tata Salt 1kg,118.93,4,475.72,No
798d7eaa-f112-4bd9-8379-c27332c1be83,97604845,2022-01,P002,Pepsodent Combo Pack,571.91,8,4575.28,No
798d7eaa-f112-4bd9-8379-c27332c1be83,97604845,2022-01,P037,Vim Dishwash Bar 200g,203.63,9,1832.67,No
c447ad54-eeda-4a95-858d-5d9fb020fa11,44907269,2022-01,P040,Pepsi Cola 2L Bottle,218.89,9,1970.01,Yes
c447ad54-eeda-4a95-858d-5d9fb020fa11,44907269,2022-01,P013,Dove Soap 75g,368.42,3,1105.26,Yes
c447ad54-eeda-4a95-858d-5d9fb020fa11,44907269,2022-01,P030,Cadbury Dairy Milk 50g,46.48,4,185.92,Yes
67176cc3-1bc0-42c5-bb6c-7a5e479a6b6f,44907269,2022-01,P035,Milky Mist Paneer 200g,580.41,5,2902.05,No
67176cc3-1bc0-42c5-bb6c-7a5e479a6b6f,44907269,2022-01,P015,Parle-G Biscuits 500g,133.64,2,267.28,No
f5dbab9e-0fa6-4675-8f97-98f651756253,44907269,2022-01,P030,Cadbury Dairy Milk 50g,56.48,7,395.36,No
f5dbab9e-0fa6-4675-8f97-98f651756253,44907269,2022-01,P001,Basmati Rice 2kg Pack,243.49,3,730.47,No
f5dbab9e-0fa6-4675-8f97-98f651756253,44907269,2022-01,P019,Maggie Tomato Sauce 500g,276.21,3,828.63,No
f5dbab9e-0fa6-4675-8f97-98f651756253,44907269,2022-01,P020,Tata Tea Gold 500g,196.0,10,1960.0,No
f5dbab9e-0fa6-4675-8f97-98f651756253,44907269,2022-01,P034,Santoor Soap 75g,570.86,3,1712.58,No
5ef3f5eb-1fac-41ae-a193-dfe87d5f98b1,44907269,2022-01,P012,Godrej Shampoo 200ml,496.21,10,4962.1,Yes
5ef3f5eb-1fac-41ae-a193-dfe87d5f98b1,44907269,2022-01,P027,Patanjali Aloe Vera Gel 100ml,105.44,9,948.96,Yes
5ef3f5eb-1fac-41ae-a193-dfe87d5f98b1,44907269,2022-01,P036,Palmolive Shampoo 180ml,440.68,7,3084.76,Yes
5ef3f5eb-1fac-41ae-a193-dfe87d5f98b1,44907269,2022-01,P035,Milky Mist Paneer 200g,516.45,5,2582.25,Yes
5ef3f5eb-1fac-41ae-a193-dfe87d5f98b1,44907269,2022-01,P017,Nestle Milk Powder 500g,180.15,2,360.3,Yes
c3648e80-138e-4854-a6d4-7f8d5f59dc6a,38677987,2022-01,P001,Basmati Rice 2kg Pack,243.49,6,1460.94,No
c3648e80-138e-4854-a6d4-7f8d5f59dc6a,38677987,2022-01,P031,Real Juice 1Ltr,376.3,8,3010.4,No
017711ac-1580-4ccb-ae85-f64aea74bf60,38677987,2022-01,P032,Nescafe Coffee 100g,127.2,7,890.4,No
017711ac-1580-4ccb-ae85-f64aea74bf60,38677987,2022-01,P010,Amul Butter 100g,433.6,3,1300.8,No
017711ac-1580-4ccb-ae85-f64aea74bf60,38677987,2022-01,P004,Surf Excel Detergent 1kg,371.24,7,2598.68,No
87627319-50f0-47f8-baed-0681ad2c5175,38677987,2022-01,P003,Dabur Honey 500g,447.24,6,2683.44,No
87627319-50f0-47f8-baed-0681ad2c5175,38677987,2022-01,P028,Britannia Cheese 200g,323.11,9,2907.99,No
87627319-50f0-47f8-baed-0681ad2c5175,38677987,2022-01,P029,Tata Salt Iodised 1kg,367.68,6,2206.08,No
87627319-50f0-47f8-baed-0681ad2c5175,38677987,2022-01,P011,Brooke Bond Tea 1kg,41.73,6,250.38,No
87627319-50f0-47f8-baed-0681ad2c5175,38677987,2022-01,P014,Fogg Perfume 50ml,151.03,2,302.06,No
46b21b71-9908-487a-9e92-bc7be55aa862,38677987,2022-01,P032,Nescafe Coffee 100g,127.2,9,1144.8,No
46b21b71-9908-487a-9e92-bc7be55aa862,38677987,2022-01,P021,Dettol Antiseptic 250ml,378.76,7,2651.32,No
46b21b71-9908-487a-9e92-bc7be55aa862,38677987,2022-01,P004,Surf Excel Detergent 1kg,371.24,10,3712.4,No
46b21b71-9908-487a-9e92-bc7be55aa862,38677987,2022-01,P020,Tata Tea Gold 500g,196.0,10,1960.0,No
46b21b71-9908-487a-9e92-bc7be55aa862,38677987,2022-01,P006,Maggi Masala Noodles 4 pack,118.92,9,1070.28,No
7bd1d097-1623-493b-8771-45b01228bcc4,37935826,2022-01,P007,Colgate Toothpaste 150g,63.11,8,504.88,No
7bd1d097-1623-493b-8771-45b01228bcc4,37935826,2022-01,P022,Lifebuoy Soap 100g,109.51,5,547.55,No
7bd1d097-1623-493b-8771-45b01228bcc4,37935826,2022-01,P001,Basmati Rice 2kg Pack,243.49,10,2434.9,No
7bd1d097-1623-493b-8771-45b01228bcc4,37935826,2022-01,P024,Horlicks Health Drink 500g,238.83,8,1910.64,No
c1fe7236-7a92-43ea-bbd0-c9311bcee2c6,37935826,2022-01,P016,Kissan Jam 500g,114.77,7,803.39,Yes
c1fe7236-7a92-43ea-bbd0-c9311bcee2c6,37935826,2022-01,P027,Patanjali Aloe Vera Gel 100ml,119.58,1,119.58,Yes
e71f9ada-6791-4428-a20b-b910b7666e7e,37935826,2022-01,P036,Palmolive Shampoo 180ml,490.79,7,3435.53,No
e71f9ada-6791-4428-a20b-b910b7666e7e,37935826,2022-01,P001,Basmati Rice 2kg Pack,243.49,9,2191.41,No
e71f9ada-6791-4428-a20b-b910b7666e7e,37935826,2022-01,P031,Real Juice 1Ltr,376.3,1,376.3,No
8863bee0-c52a-49f1-910f-bd1d9d1dfe04,37935826,2022-01,P030,Cadbury Dairy Milk 50g,56.48,2,112.96,No
8863bee0-c52a-49f1-910f-bd1d9d1dfe04,37935826,2022-01,P019,Maggie Tomato Sauce 500g,276.21,4,1104.84,No
8863bee0-c52a-49f1-910f-bd1d9d1dfe04,37935826,2022-01,P033,Sunfeast Cookies 300g,67.08,7,469.56,No
8863bee0-c52a-49f1-910f-bd1d9d1dfe04,37935826,2022-01,P013,Dove Soap 75g,504.49,8,4035.92,No
202b258c-ac74-461d-824c-2bd2ccf9fe21,37935826,2022-01,P036,Palmolive Shampoo 180ml,490.79,1,490.79,No
202b258c-ac74-461d-824c-2bd2ccf9fe21,37935826,2022-01,P033,Sunfeast Cookies 300g,67.08,10,670.8,No
202b258c-ac74-461d-824c-2bd2ccf9fe21,37935826,2022-01,P040,Pepsi Cola 2L Bottle,280.89,7,1966.23,No
202b258c-ac74-461d-824c-2bd2ccf9fe21,37935826,2022-01,P037,Vim Dishwash Bar 200g,203.63,2,407.26,No
202b258c-ac74-461d-824c-2bd2ccf9fe21,37935826,2022-01,P016,Kissan Jam 500g,134.54,4,538.16,No
da2bdf64-4f2d-4403-b1c7-64ffb97d7936,69241937,2022-01,P010,Amul Butter 100g,433.6,8,3468.8,No
78270314-099f-4f18-84dd-0ec4dc507468,69241937,2022-01,P027,Patanjali Aloe Vera Gel 100ml,116.13,8,929.04,Yes
78270314-099f-4f18-84dd-0ec4dc507468,69241937,2022-01,P016,Kissan Jam 500g,99.21,7,694.47,Yes
78270314-099f-4f18-84dd-0ec4dc507468,69241937,2022-01,P005,Tata Salt 1kg,90.18,9,811.62,Yes
78270314-099f-4f18-84dd-0ec4dc507468,69241937,2022-01,P002,Pepsodent Combo Pack,441.89,3,1325.67,Yes
78270314-099f-4f18-84dd-0ec4dc507468,69241937,2022-01,P035,Milky Mist Paneer 200g,519.76,6,3118.56,Yes
2a93f445-ca9f-4531-9357-8c54187b3095,88563345,2022-01,P027,Patanjali Aloe Vera Gel 100ml,143.81,9,1294.29,No
73815ce5-c492-46d7-8e28-0390dd57eea4,88563345,2022-01,P031,Real Juice 1Ltr,376.3,2,752.6,No
73815ce5-c492-46d7-8e28-0390dd57eea4,88563345,2022-01,P028,Britannia Cheese 200g,323.11,7,2261.77,No
73815ce5-c492-46d7-8e28-0390dd57eea4,88563345,2022-01,P008,Red Label Tea 250g,523.72,10,5237.2,No
73815ce5-c492-46d7-8e28-0390dd57eea4,88563345,2022-01,P023,Cinthol Soap 100g,196.52,1,196.52,No
bc7d8ee2-6ac8-4688-8dec-cc3d364aedfa,88563345,2022-01,P016,Kissan Jam 500g,134.54,2,269.08,No
bc7d8ee2-6ac8-4688-8dec-cc3d364aedfa,88563345,2022-01,P036,Palmolive Shampoo 180ml,490.79,10,4907.9,No
bc7d8ee2-6ac8-4688-8dec-cc3d364aedfa,88563345,2022-01,P022,Lifebuoy Soap 100g,109.51,2,219.02,No
bc7d8ee2-6ac8-4688-8dec-cc3d364aedfa,88563345,2022-01,P019,Maggie Tomato Sauce 500g,276.21,4,1104.84,No
bc7d8ee2-6ac8-4688-8dec-cc3d364aedfa,88563345,2022-01,P030,Cadbury Dairy Milk 50g,56.48,2,112.96,No
c1f5d0d1-9908-443b-92dd-a75e556c8917,94276063,2022-01,P013,Dove Soap 75g,504.49,1,504.49,No
15d9bb7a-fdde-4c20-81d8-e8de10375d45,94276063,2022-01,P039,Harpic Toilet Cleaner 500ml,361.64,4,1446.56,Yes
15d9bb7a-fdde-4c20-81d8-e8de10375d45,94276063,2022-01,P005,Tata Salt 1kg,92.65,6,555.9,Yes
15d9bb7a-fdde-4c20-81d8-e8de10375d45,94276063,2022-01,P038,Catch Spices Mixed 50g,60.31,1,60.31,Yes
15d9bb7a-fdde-4c20-81d8-e8de10375d45,94276063,2022-01,P033,Sunfeast Cookies 300g,56.0,6,336.0,Yes
ba39b62a-5213-4b90-8bf6-fb1ffb8e55a9,94276063,2022-01,P009,Lays Chips 200g,372.64,7,2608.48,No
ba39b62a-5213-4b90-8bf6-fb1ffb8e55a9,94276063,2022-01,P030,Cadbury Dairy Milk 50g,56.48,1,56.48,No
ba39b62a-5213-4b90-8bf6-fb1ffb8e55a9,94276063,2022-01,P024,Horlicks Health Drink 500g,238.83,2,477.66,No
ba39b62a-5213-4b90-8bf6-fb1ffb8e55a9,94276063,2022-01,P040,Pepsi Cola 2L Bottle,280.89,4,1123.56,No
ba39b62a-5213-4b90-8bf6-fb1ffb8e55a9,94276063,2022-01,P041,Amul Cheese Slice 400g,99.56,4,398.24,No
5c849441-225f-4a51-baa6-fa6fa287e73f,94276063,2022-01,P039,Harpic Toilet Cleaner 500ml,420.01,6,2520.06,No
5c849441-225f-4a51-baa6-fa6fa287e73f,94276063,2022-01,P027,Patanjali Aloe Vera Gel 100ml,143.81,1,143.81,No
5c849441-225f-4a51-baa6-fa6fa287e73f,94276063,2022-01,P031,Real Juice 1Ltr,376.3,10,3763.0,No
ed9aae12-bea6-441e-9b30-dbc7dc587889,10793637,2022-01,P039,Harpic Toilet Cleaner 500ml,420.01,6,2520.06,No
f742a087-f9c5-4f9c-9c52-f26f1ffcf3fd,10793637,2022-01,P005,Tata Salt 1kg,90.97,8,727.76,Yes
f742a087-f9c5-4f9c-9c52-f26f1ffcf3fd,10793637,2022-01,P030,Cadbury Dairy Milk 50g,50.52,8,404.16,Yes
f742a087-f9c5-4f9c-9c52-f26f1ffcf3fd,10793637,2022-01,P025,Tang Orange Powder 1kg,213.39,8,1707.12,Yes
83e18a6c-96ba-4f2a-b3bf-b4e8c4ac0330,44047818,2022-01,P013,Dove Soap 75g,504.49,4,2017.96,No
01d9d30a-3912-446c-8c2b-065f0412b663,44047818,2022-01,P037,Vim Dishwash Bar 200g,203.63,2,407.26,No
01d9d30a-3912-446c-8c2b-065f0412b663,44047818,2022-01,P020,Tata Tea Gold 500g,196.0,5,980.0,No
ab7f9c35-253e-48af-84a0-516da47f87ef,33594684,2022-01,P017,Nestle Milk Powder 500g,203.42,7,1423.94,No
ab7f9c35-253e-48af-84a0-516da47f87ef,33594684,2022-01,P002,Pepsodent Combo Pack,571.91,4,2287.64,No
ab7f9c35-253e-48af-84a0-516da47f87ef,33594684,2022-01,P038,Catch Spices Mixed 50g,85.67,8,685.36,No
ab7f9c35-253e-48af-84a0-516da47f87ef,33594684,2022-01,P029,Tata Salt Iodised 1kg,367.68,5,1838.4,No
d6664d8d-c10b-4edd-9661-49ae90cae3c7,33594684,2022-01,P017,Nestle Milk Powder 500g,203.42,3,610.26,No
d6664d8d-c10b-4edd-9661-49ae90cae3c7,33594684,2022-01,P020,Tata Tea Gold 500g,196.0,10,1960.0,No
d6664d8d-c10b-4edd-9661-49ae90cae3c7,33594684,2022-01,P021,Dettol Antiseptic 250ml,378.76,6,2272.56,No
d6664d8d-c10b-4edd-9661-49ae90cae3c7,33594684,2022-01,P018,Ariel Washing Powder 2kg,329.11,4,1316.44,No
eb22aafb-0808-4a88-9e71-bf00f34b9518,33594684,2022-01,P031,Real Juice 1Ltr,376.3,4,1505.2,No
eb22aafb-0808-4a88-9e71-bf00f34b9518,33594684,2022-01,P022,Lifebuoy Soap 100g,109.51,7,766.57,No
eb22aafb-0808-4a88-9e71-bf00f34b9518,33594684,2022-01,P024,Horlicks Health Drink 500g,238.83,7,1671.81,No
eb22aafb-0808-4a88-9e71-bf00f34b9518,33594684,2022-01,P030,Cadbury Dairy Milk 50g,56.48,2,112.96,No
44dce132-9985-454b-b53c-963fb5339c7c,33594684,2022-01,P010,Amul Butter 100g,433.6,5,2168.0,No
44dce132-9985-454b-b53c-963fb5339c7c,33594684,2022-01,P006,Maggi Masala Noodles 4 pack,118.92,4,475.68,No
44dce132-9985-454b-b53c-963fb5339c7c,33594684,2022-01,P019,Maggie Tomato Sauce 500g,276.21,2,552.42,No
